pH,seed,time,n_stacks,platelets_in_stacks,largest_stack
3,1337212,0.385999,5,16,5
3,1337212,0.387999,5,16,5
3,1337212,0.389999,4,14,5
3,1337212,0.391999,5,16,5
3,1337212,0.393999,5,16,5
3,1337212,0.395999,6,18,5
3,1337212,0.397999,5,16,5
3,1337212,0.399999,5,17,5
3,1337212,0.401999,5,18,5
3,1337212,0.403999,5,18,5
3,1337212,0.405999,6,21,6
3,1337212,0.407999,6,21,6
3,1337212,0.409999,6,20,6
3,1337212,0.411999,6,19,5
3,1337212,0.413999,6,19,5
3,1337212,0.415999,6,20,6
3,1337212,0.417999,6,21,6
3,1337212,0.419999,6,22,6
3,1337212,0.421999,6,20,5
3,1337212,0.423999,6,20,5
3,1337212,0.425999,6,20,5
3,1337212,0.427999,7,23,5
3,1337212,0.429999,7,22,5
3,1337212,0.431999,7,21,5
3,1337212,0.433999,7,23,5
3,1337212,0.435999,7,23,5
3,1337212,0.437999,7,24,5
3,1337212,0.439999,7,24,5
3,1337212,0.441999,8,24,5
3,1337212,0.443999,7,21,5
3,1337212,0.445999,7,21,5
3,1337212,0.447999,7,21,5
3,1337212,0.449999,7,22,5
3,1337212,0.451999,8,25,5
3,1337212,0.453999,8,24,4
3,1337212,0.455999,8,24,4
3,1337212,0.457999,9,26,4
3,1337212,0.459999,9,26,4
3,1337212,0.461999,9,26,4
3,1337212,0.463999,9,23,4
3,1337212,0.465999,9,23,4
3,1337212,0.467999,9,24,4
3,1337212,0.469999,9,24,4
3,1337212,0.471999,9,24,4
3,1337212,0.473999,9,25,4
3,1337212,0.475999,9,25,4
3,1337212,0.477999,9,25,4
3,1337212,0.479999,9,26,4
3,1337212,0.481999,9,26,4
3,1337212,0.483999,9,26,4
3,1337212,0.485999,9,26,4
3,1337212,0.487999,9,26,4
3,1337212,0.489999,9,26,4
3,1337212,0.491999,9,26,4
3,1337212,0.493999,9,26,4
3,1337212,0.495999,9,26,4
3,1337212,0.497999,9,26,4
3,1337212,0.499999,8,23,4
3,1337212,0.501999,7,21,4
3,1337212,0.503999,7,22,5
3,1337212,0.505999,8,24,5
3,1337212,0.507999,8,24,5
3,1337212,0.509999,8,23,5
3,1337212,0.511999,8,22,4
3,1337212,0.513999,8,22,4
3,1337212,0.515999,8,23,4
3,1337212,0.517999,8,22,4
3,1337212,0.519999,7,19,4
3,1337212,0.521999,7,20,4
3,1337212,0.523999,7,20,4
3,1337212,0.525999,7,20,4
3,1337212,0.527999,8,19,4
3,1337212,0.529999,8,19,4
3,1337212,0.531999,8,19,4
3,1337212,0.533999,8,19,4
3,1337212,0.535999,8,19,4
3,1337212,0.537999,8,19,4
3,1337212,0.539999,8,19,4
3,1337212,0.541999,8,19,4
3,1337212,0.543999,8,19,4
3,1337212,0.545999,8,19,4
3,1337212,0.547999,8,19,4
3,1337212,0.549999,8,19,4
3,1337212,0.551999,8,20,4
3,1337212,0.553999,8,21,4
3,1337212,0.555999,8,20,4
3,1337212,0.557999,8,20,4
3,1337212,0.559999,8,20,4
3,1337212,0.561999,8,20,4
3,1337212,0.563999,8,20,4
3,1337212,0.565999,8,20,4
3,1337212,0.567999,8,20,4
3,1337212,0.569999,8,20,4
3,1337212,0.571999,8,20,4
3,1337212,0.573999,8,20,4
3,1337212,0.575999,8,20,4
3,1337212,0.577999,8,20,4
3,1337212,0.579999,8,20,4
3,1337212,0.581999,8,20,4
3,1337212,0.583999,8,20,4
3,1337212,0.585999,9,22,4
3,1337212,0.587999,9,22,4
3,1337212,0.589999,9,22,4
3,1337212,0.591999,9,22,4
3,1337212,0.593999,9,22,4
3,1337212,0.595999,9,22,4
3,1337212,0.597999,9,22,4
3,1337212,0.599999,9,23,4
3,1337212,0.601999,9,23,4
3,1337212,0.603999,9,23,4
3,1337212,0.605999,10,24,4
3,1337212,0.607999,10,24,4
3,1337212,0.609999,10,24,4
3,1337212,0.611999,10,24,4
3,1337212,0.613999,10,24,4
3,1337212,0.615999,10,24,4
3,1337212,0.617999,10,24,4
3,1337212,0.619999,10,24,4
3,1337212,0.621999,11,26,4
3,1337212,0.623999,11,26,4
3,1337212,0.625999,11,26,4
3,1337212,0.627999,11,26,4
3,1337212,0.629999,11,26,4
3,1337212,0.631999,11,25,4
3,1337212,0.633999,11,25,4
3,1337212,0.635999,10,24,4
3,1337212,0.637999,10,23,4
3,1337212,0.639999,10,23,4
3,1337212,0.641999,10,23,4
3,1337212,0.643999,9,23,5
3,1337212,0.645999,9,23,5
3,1337212,0.647999,9,24,5
3,1337212,0.649999,9,23,5
3,1337212,0.651999,9,24,6
3,1337212,0.653999,9,24,6
3,1337212,0.655999,9,25,6
3,1337212,0.657999,9,25,6
3,1337212,0.659999,9,24,6
3,1337212,0.661999,9,24,6
3,1337212,0.663999,9,25,6
3,1337212,0.665999,9,24,6
3,1337212,0.667999,9,24,6
3,1337212,0.669999,9,24,6
3,1337212,0.671999,9,24,6
3,1337212,0.673999,10,26,6
3,1337212,0.675999,10,26,6
3,1337212,0.677999,10,27,6
3,1337212,0.679999,10,26,6
3,1337212,0.681999,10,26,6
3,1337212,0.683999,10,26,6
3,1337212,0.685999,10,27,6
3,1337212,0.687999,10,26,6
3,1337212,0.689999,10,26,6
3,1337212,0.691999,11,26,4
3,1337212,0.693999,11,26,4
3,1337212,0.695999,11,26,4
3,1337212,0.697999,11,26,4
3,1337212,0.699999,11,26,4
3,1337212,0.701999,11,26,4
3,1337212,0.703999,11,26,4
3,1337212,0.705999,11,26,4
3,1337212,0.707999,11,26,4
3,1337212,0.709999,11,26,4
3,1337212,0.711999,11,27,4
3,1337212,0.713999,11,27,4
3,1337212,0.715999,11,27,4
3,1337212,0.717999,11,27,4
3,1337212,0.719999,11,27,4
3,1337212,0.721999,11,27,4
3,1337212,0.723999,11,27,4
3,1337212,0.725999,11,27,4
3,1337212,0.727999,11,27,4
3,1337212,0.729999,11,27,4
3,1337212,0.731999,11,27,4
3,1337212,0.733999,11,27,4
3,1337212,0.735999,11,27,4
3,1337212,0.737999,11,27,4
3,1337212,0.739999,11,27,4
3,1337212,0.741999,11,27,4
3,1337212,0.743999,11,27,4
3,1337212,0.745999,11,27,4
3,1337212,0.747999,11,27,4
3,1337212,0.749999,11,27,4
3,1337212,0.751999,11,27,4
3,1337212,0.753999,11,27,4
3,1337212,0.755999,11,27,4
3,1337212,0.757999,11,27,4
3,1337212,0.759999,11,27,4
3,1337212,0.761999,11,27,4
3,1337212,0.763999,11,27,4
3,1337212,0.765999,10,25,4
3,1337212,0.767999,10,25,4
3,1337212,0.769999,10,25,4
3,1337212,0.771999,10,25,4
3,1337212,0.773999,10,25,4
3,1337212,0.775999,10,25,4
3,1337212,0.777999,10,25,4
3,1337212,0.779999,10,25,4
3,1337212,0.781999,10,25,4
3,1337212,0.783999,10,25,4
3,1337212,0.785999,10,25,4
3,1337212,0.787999,10,25,4
3,1337212,0.789999,10,25,4
3,1337212,0.791999,10,25,4
3,1337212,0.793999,10,25,4
3,1337212,0.795999,10,25,4
3,1337212,0.797999,10,25,4
3,1337212,0.799999,10,25,4
3,1337212,0.801999,11,27,4
3,1337212,0.803999,11,27,4
3,1337212,0.805999,11,27,4
3,1337212,0.807999,11,27,4
3,1337212,0.809999,11,27,4
3,1337212,0.811999,11,26,4
3,1337212,0.813999,11,27,4
3,1337212,0.815999,11,27,4
3,1337212,0.817999,11,27,4
3,1337212,0.819999,11,27,4
3,1337212,0.821999,11,27,4
3,1337212,0.823999,11,27,4
3,1337212,0.825999,11,27,4
3,1337212,0.827999,11,26,4
3,1337212,0.829999,11,26,4
3,1337212,0.831999,11,26,4
3,1337212,0.833999,11,26,4
3,1337212,0.835999,11,26,4
3,1337212,0.837999,11,26,4
3,1337212,0.839999,11,27,4
3,1337212,0.841999,11,26,4
3,1337212,0.843999,10,24,4
3,1337212,0.845999,10,24,4
3,1337212,0.847999,10,25,4
3,1337212,0.849999,11,26,4
3,1337212,0.851999,11,26,4
3,1337212,0.853999,11,26,4
3,1337212,0.855999,11,27,4
3,1337212,0.857999,11,27,4
3,1337212,0.859999,11,27,4
3,1337212,0.861999,11,27,4
3,1337212,0.863999,11,27,4
3,1337212,0.865999,11,26,4
3,1337212,0.867999,11,26,4
3,1337212,0.869999,11,27,4
3,1337212,0.871999,11,26,4
3,1337212,0.873999,11,26,4
3,1337212,0.875999,11,26,4
3,1337212,0.877999,11,26,4
3,1337212,0.879999,11,26,4
3,1337212,0.881999,11,26,4
3,1337212,0.883999,11,26,4
3,1337212,0.885999,11,26,4
3,1337212,0.887999,11,26,4
3,1337212,0.889999,11,26,4
3,1337212,0.891999,11,26,4
3,1337212,0.893999,11,26,4
3,1337212,0.895999,11,26,4
3,1337212,0.897999,11,26,4
3,1337212,0.899999,11,26,4
3,1337212,0.901999,11,26,4
3,1337212,0.903999,11,26,4
3,1337212,0.905999,11,26,4
3,1337212,0.907999,11,27,4
3,1337212,0.909999,11,26,4
3,1337212,0.911999,11,27,4
3,1337212,0.913999,11,27,4
3,1337212,0.915999,11,27,4
3,1337212,0.917999,11,27,4
3,1337212,0.919999,11,27,4
3,1337212,0.921999,11,27,4
3,1337212,0.923999,11,27,4
3,1337212,0.925999,11,27,4
3,1337212,0.927999,11,27,4
3,1337212,0.929999,11,27,4
3,1337212,0.931999,11,27,4
3,1337212,0.933999,11,27,4
3,1337212,0.935999,11,27,4
3,1337212,0.937999,11,27,4
3,1337212,0.939999,11,27,4
3,1337212,0.941999,11,27,4
3,1337212,0.943999,11,27,4
3,1337212,0.945999,11,27,4
3,1337212,0.947999,11,27,4
3,1337212,0.949999,11,27,4
3,1337212,0.951999,11,27,4
3,1337212,0.953999,11,27,4
3,1337212,0.955999,11,27,4
3,1337212,0.957999,11,27,4
3,1337212,0.959999,11,27,4
3,1337212,0.961999,11,27,4
3,1337212,0.963999,11,27,4
3,1337212,0.965999,11,27,4
3,1337212,0.967999,11,27,4
3,1337212,0.969999,11,27,4
3,1337212,0.971999,11,27,4
3,1337212,0.973999,11,27,4
3,1337212,0.975999,11,27,4
3,1337212,0.977999,11,27,4
3,1337212,0.979999,11,27,4
3,1337212,0.981999,11,27,4
3,1337212,0.983999,11,27,4
3,1337212,0.985999,11,27,4
3,1337212,0.987999,11,27,4
3,1337212,0.989999,11,27,4
3,1337212,0.991999,11,27,4
3,1337212,0.993999,11,27,4
3,1337212,0.995999,11,27,4
3,1337212,0.997999,11,26,4
3,1337212,0.999999,11,26,4
10,73019,0.0,2,4,2
10,73019,0.001999,0,0,0
10,73019,0.003999,0,0,0
10,73019,0.005999,0,0,0
10,73019,0.007999,0,0,0
10,73019,0.009999,0,0,0
10,73019,0.011999,0,0,0
10,73019,0.013999,0,0,0
10,73019,0.015999,0,0,0
10,73019,0.017999,1,2,2
10,73019,0.019999,0,0,0
10,73019,0.021999,0,0,0
10,73019,0.023999,0,0,0
10,73019,0.025999,0,0,0
10,73019,0.027999,0,0,0
10,73019,0.029999,0,0,0
10,73019,0.031999,0,0,0
10,73019,0.033999,0,0,0
10,73019,0.035999,0,0,0
10,73019,0.037999,0,0,0
10,73019,0.039999,0,0,0
10,73019,0.041999,0,0,0
10,73019,0.043999,0,0,0
10,73019,0.045999,0,0,0
10,73019,0.047999,0,0,0
10,73019,0.049999,0,0,0
10,73019,0.051999,0,0,0
10,73019,0.053999,0,0,0
10,73019,0.055999,0,0,0
10,73019,0.057999,0,0,0
10,73019,0.059999,0,0,0
10,73019,0.061999,0,0,0
10,73019,0.063999,0,0,0
10,73019,0.065999,0,0,0
10,73019,0.067999,0,0,0
10,73019,0.069999,0,0,0
10,73019,0.071999,0,0,0
10,73019,0.073999,0,0,0
10,73019,0.075999,0,0,0
10,73019,0.077999,0,0,0
10,73019,0.079999,0,0,0
10,73019,0.081999,0,0,0
10,73019,0.083999,0,0,0
10,73019,0.085999,0,0,0
10,73019,0.087999,0,0,0
10,73019,0.089999,0,0,0
10,73019,0.091999,0,0,0
10,73019,0.093999,0,0,0
10,73019,0.095999,0,0,0
10,73019,0.097999,0,0,0
10,73019,0.099999,0,0,0
10,73019,0.101999,0,0,0
10,73019,0.103999,0,0,0
10,73019,0.105999,0,0,0
10,73019,0.107999,0,0,0
10,73019,0.109999,0,0,0
10,73019,0.111999,0,0,0
10,73019,0.113999,0,0,0
10,73019,0.115999,0,0,0
10,73019,0.117999,0,0,0
10,73019,0.119999,0,0,0
10,73019,0.121999,0,0,0
10,73019,0.123999,0,0,0
10,73019,0.125999,0,0,0
10,73019,0.127999,0,0,0
10,73019,0.129999,0,0,0
10,73019,0.131999,0,0,0
10,73019,0.133999,0,0,0
10,73019,0.135999,0,0,0
10,73019,0.137999,0,0,0
10,73019,0.139999,0,0,0
10,73019,0.141999,0,0,0
10,73019,0.143999,0,0,0
10,73019,0.145999,0,0,0
10,73019,0.147999,0,0,0
10,73019,0.149999,0,0,0
10,73019,0.151999,0,0,0
10,73019,0.153999,0,0,0
10,73019,0.155999,0,0,0
10,73019,0.157999,0,0,0
10,73019,0.159999,0,0,0
10,73019,0.161999,0,0,0
10,73019,0.163999,0,0,0
10,73019,0.165999,0,0,0
10,73019,0.167999,0,0,0
10,73019,0.169999,0,0,0
10,73019,0.171999,0,0,0
10,73019,0.173999,0,0,0
10,73019,0.175999,0,0,0
10,73019,0.177999,0,0,0
10,73019,0.179999,0,0,0
10,73019,0.181999,0,0,0
10,73019,0.183999,0,0,0
10,73019,0.185999,0,0,0
10,73019,0.187999,0,0,0
10,73019,0.189999,0,0,0
10,73019,0.191999,0,0,0
10,73019,0.193999,0,0,0
10,73019,0.195999,0,0,0
10,73019,0.197999,0,0,0
10,73019,0.199999,0,0,0
10,73019,0.201999,0,0,0
10,73019,0.203999,0,0,0
10,73019,0.205999,0,0,0
10,73019,0.207999,0,0,0
10,73019,0.209999,0,0,0
10,73019,0.211999,0,0,0
10,73019,0.213999,0,0,0
10,73019,0.215999,0,0,0
10,73019,0.217999,0,0,0
10,73019,0.219999,0,0,0
10,73019,0.221999,0,0,0
10,73019,0.223999,0,0,0
10,73019,0.225999,0,0,0
10,73019,0.227999,0,0,0
10,73019,0.229999,0,0,0
10,73019,0.231999,0,0,0
10,73019,0.233999,0,0,0
10,73019,0.235999,0,0,0
10,73019,0.237999,0,0,0
10,73019,0.239999,0,0,0
10,73019,0.241999,0,0,0
10,73019,0.243999,0,0,0
10,73019,0.245999,0,0,0
10,73019,0.247999,0,0,0
10,73019,0.249999,0,0,0
10,73019,0.251999,0,0,0
10,73019,0.253999,0,0,0
10,73019,0.255999,0,0,0
10,73019,0.257999,0,0,0
10,73019,0.259999,0,0,0
10,73019,0.261999,0,0,0
10,73019,0.263999,1,2,2
10,73019,0.265999,1,2,2
10,73019,0.267999,1,2,2
10,73019,0.269999,1,2,2
10,73019,0.271999,1,2,2
10,73019,0.273999,1,2,2
10,73019,0.275999,1,2,2
10,73019,0.277999,0,0,0
10,73019,0.279999,0,0,0
10,73019,0.281999,0,0,0
10,73019,0.283999,0,0,0
10,73019,0.285999,0,0,0
10,73019,0.287999,0,0,0
10,73019,0.289999,0,0,0
10,73019,0.291999,0,0,0
10,73019,0.293999,0,0,0
10,73019,0.295999,0,0,0
10,73019,0.297999,0,0,0
10,73019,0.299999,0,0,0
10,73019,0.301999,0,0,0
10,73019,0.303999,0,0,0
10,73019,0.305999,0,0,0
10,73019,0.307999,1,2,2
10,73019,0.309999,1,2,2
10,73019,0.311999,1,2,2
10,73019,0.313999,1,2,2
10,73019,0.315999,1,2,2
10,73019,0.317999,0,0,0
10,73019,0.319999,0,0,0
10,73019,0.321999,0,0,0
10,73019,0.323999,0,0,0
10,73019,0.325999,0,0,0
10,73019,0.327999,0,0,0
10,73019,0.329999,0,0,0
10,73019,0.331999,0,0,0
10,73019,0.333999,0,0,0
10,73019,0.335999,0,0,0
10,73019,0.337999,0,0,0
10,73019,0.339999,0,0,0
10,73019,0.341999,0,0,0
10,73019,0.343999,0,0,0
10,73019,0.345999,0,0,0
10,73019,0.347999,0,0,0
10,73019,0.349999,0,0,0
10,73019,0.351999,0,0,0
10,73019,0.353999,0,0,0
10,73019,0.355999,0,0,0
10,73019,0.357999,0,0,0
10,73019,0.359999,0,0,0
10,73019,0.361999,0,0,0
10,73019,0.363999,0,0,0
10,73019,0.365999,0,0,0
10,73019,0.367999,0,0,0
10,73019,0.369999,0,0,0
10,73019,0.371999,0,0,0
10,73019,0.373999,0,0,0
10,73019,0.375999,0,0,0
10,73019,0.377999,0,0,0
10,73019,0.379999,0,0,0
10,73019,0.381999,0,0,0
10,73019,0.383999,0,0,0
10,73019,0.385999,0,0,0
10,73019,0.387999,0,0,0
10,73019,0.389999,0,0,0
10,73019,0.391999,0,0,0
10,73019,0.393999,0,0,0
10,73019,0.395999,1,2,2
10,73019,0.397999,1,2,2
10,73019,0.399999,1,2,2
10,73019,0.401999,0,0,0
10,73019,0.403999,0,0,0
10,73019,0.405999,0,0,0
10,73019,0.407999,0,0,0
10,73019,0.409999,1,2,2
10,73019,0.411999,1,2,2
10,73019,0.413999,1,2,2
10,73019,0.415999,1,2,2
10,73019,0.417999,1,2,2
10,73019,0.419999,1,2,2
10,73019,0.421999,1,2,2
10,73019,0.423999,1,2,2
10,73019,0.425999,1,2,2
10,73019,0.427999,1,2,2
10,73019,0.429999,1,2,2
10,73019,0.431999,0,0,0
10,73019,0.433999,0,0,0
10,73019,0.435999,1,2,2
10,73019,0.437999,1,2,2
10,73019,0.439999,1,2,2
10,73019,0.441999,0,0,0
10,73019,0.443999,0,0,0
10,73019,0.445999,0,0,0
10,73019,0.447999,0,0,0
10,73019,0.449999,1,2,2
10,73019,0.451999,1,2,2
10,73019,0.453999,1,2,2
10,73019,0.455999,1,2,2
10,73019,0.457999,1,2,2
10,73019,0.459999,1,2,2
10,73019,0.461999,1,2,2
10,73019,0.463999,1,2,2
10,73019,0.465999,1,2,2
10,73019,0.467999,1,2,2
10,73019,0.469999,1,2,2
10,73019,0.471999,1,2,2
10,73019,0.473999,1,2,2
10,73019,0.475999,1,2,2
10,73019,0.477999,1,2,2
10,73019,0.479999,0,0,0
10,73019,0.481999,0,0,0
10,73019,0.483999,0,0,0
10,73019,0.485999,0,0,0
10,73019,0.487999,0,0,0
10,73019,0.489999,0,0,0
10,73019,0.491999,0,0,0
10,73019,0.493999,0,0,0
10,73019,0.495999,0,0,0
10,73019,0.497999,0,0,0
10,73019,0.499999,0,0,0
10,73019,0.501999,0,0,0
10,73019,0.503999,0,0,0
10,73019,0.505999,0,0,0
10,73019,0.507999,0,0,0
10,73019,0.509999,0,0,0
10,73019,0.511999,0,0,0
10,73019,0.513999,0,0,0
10,73019,0.515999,0,0,0
10,73019,0.517999,0,0,0
10,73019,0.519999,0,0,0
10,73019,0.521999,0,0,0
10,73019,0.523999,0,0,0
10,73019,0.525999,0,0,0
10,73019,0.527999,0,0,0
10,73019,0.529999,0,0,0
10,73019,0.531999,0,0,0
10,73019,0.533999,0,0,0
10,73019,0.535999,0,0,0
10,73019,0.537999,0,0,0
10,73019,0.539999,0,0,0
10,73019,0.541999,0,0,0
10,73019,0.543999,0,0,0
10,73019,0.545999,0,0,0
10,73019,0.547999,0,0,0
10,73019,0.549999,0,0,0
10,73019,0.551999,0,0,0
10,73019,0.553999,0,0,0
10,73019,0.555999,1,2,2
10,73019,0.557999,1,2,2
10,73019,0.559999,1,2,2
10,73019,0.561999,1,2,2
10,73019,0.563999,1,2,2
10,73019,0.565999,2,4,2
10,73019,0.567999,1,2,2
10,73019,0.569999,1,2,2
10,73019,0.571999,1,2,2
10,73019,0.573999,1,2,2
10,73019,0.575999,1,2,2
10,73019,0.577999,1,2,2
10,73019,0.579999,1,2,2
10,73019,0.581999,1,2,2
10,73019,0.583999,1,2,2
10,73019,0.585999,1,2,2
10,73019,0.587999,2,4,2
10,73019,0.589999,1,2,2
10,73019,0.591999,1,2,2
10,73019,0.593999,1,2,2
10,73019,0.595999,1,2,2
10,73019,0.597999,2,4,2
10,73019,0.599999,2,4,2
10,73019,0.601999,2,4,2
10,73019,0.603999,1,2,2
10,73019,0.605999,1,2,2
10,73019,0.607999,1,2,2
10,73019,0.609999,0,0,0
10,73019,0.611999,0,0,0
10,73019,0.613999,1,2,2
10,73019,0.615999,0,0,0
10,73019,0.617999,0,0,0
10,73019,0.619999,0,0,0
10,73019,0.621999,0,0,0
10,73019,0.623999,1,2,2
10,73019,0.625999,1,2,2
10,73019,0.627999,1,2,2
10,73019,0.629999,1,2,2
10,73019,0.631999,1,2,2
10,73019,0.633999,1,2,2
10,73019,0.635999,1,2,2
10,73019,0.637999,1,2,2
10,73019,0.639999,1,2,2
10,73019,0.641999,1,2,2
10,73019,0.643999,1,2,2
10,73019,0.645999,1,2,2
10,73019,0.647999,1,2,2
10,73019,0.649999,1,2,2
10,73019,0.651999,2,4,2
10,73019,0.653999,2,4,2
10,73019,0.655999,2,4,2
10,73019,0.657999,2,4,2
10,73019,0.659999,2,4,2
10,73019,0.661999,2,4,2
10,73019,0.663999,2,4,2
10,73019,0.665999,2,4,2
10,73019,0.667999,2,4,2
10,73019,0.669999,2,4,2
10,73019,0.671999,2,4,2
10,73019,0.673999,2,4,2
10,73019,0.675999,2,4,2
10,73019,0.677999,3,6,2
10,73019,0.679999,2,4,2
10,73019,0.681999,2,4,2
10,73019,0.683999,2,4,2
10,73019,0.685999,2,4,2
10,73019,0.687999,2,4,2
10,73019,0.689999,3,6,2
10,73019,0.691999,3,6,2
10,73019,0.693999,2,4,2
10,73019,0.695999,2,4,2
10,73019,0.697999,2,4,2
10,73019,0.699999,2,4,2
10,73019,0.701999,2,4,2
10,73019,0.703999,2,4,2
10,73019,0.705999,2,4,2
10,73019,0.707999,2,4,2
10,73019,0.709999,2,4,2
10,73019,0.711999,2,4,2
10,73019,0.713999,2,4,2
10,73019,0.715999,2,4,2
10,73019,0.717999,2,4,2
10,73019,0.719999,2,4,2
10,73019,0.721999,2,4,2
10,73019,0.723999,2,4,2
10,73019,0.725999,2,4,2
10,73019,0.727999,2,4,2
10,73019,0.729999,2,4,2
10,73019,0.731999,2,4,2
10,73019,0.733999,3,6,2
10,73019,0.735999,3,6,2
10,73019,0.737999,3,6,2
10,73019,0.739999,3,6,2
10,73019,0.741999,3,6,2
10,73019,0.743999,3,6,2
10,73019,0.745999,3,6,2
10,73019,0.747999,3,6,2
10,73019,0.749999,3,6,2
10,73019,0.751999,3,6,2
10,73019,0.753999,3,6,2
10,73019,0.755999,3,6,2
10,73019,0.757999,3,6,2
10,73019,0.759999,3,6,2
10,73019,0.761999,3,6,2
10,73019,0.763999,3,6,2
10,73019,0.765999,3,6,2
10,73019,0.767999,3,6,2
10,73019,0.769999,3,6,2
10,73019,0.771999,3,6,2
10,73019,0.773999,3,6,2
10,73019,0.775999,3,6,2
10,73019,0.777999,3,6,2
10,73019,0.779999,3,6,2
10,73019,0.781999,3,6,2
10,73019,0.783999,3,6,2
10,73019,0.785999,3,6,2
10,73019,0.787999,3,6,2
10,73019,0.789999,3,6,2
10,73019,0.791999,3,6,2
10,73019,0.793999,3,6,2
10,73019,0.795999,3,6,2
10,73019,0.797999,3,6,2
10,73019,0.799999,3,6,2
10,73019,0.801999,3,6,2
10,73019,0.803999,3,6,2
10,73019,0.805999,3,6,2
10,73019,0.807999,3,6,2
10,73019,0.809999,3,6,2
10,73019,0.811999,3,6,2
10,73019,0.813999,3,6,2
10,73019,0.815999,3,6,2
10,73019,0.817999,3,6,2
10,73019,0.819999,3,6,2
10,73019,0.821999,3,6,2
10,73019,0.823999,3,6,2
10,73019,0.825999,3,6,2
10,73019,0.827999,3,6,2
10,73019,0.829999,3,6,2
10,73019,0.831999,3,6,2
10,73019,0.833999,3,6,2
10,73019,0.835999,3,6,2
10,73019,0.837999,3,6,2
10,73019,0.839999,3,6,2
10,73019,0.841999,3,6,2
10,73019,0.843999,3,6,2
10,73019,0.845999,3,6,2
10,73019,0.847999,3,6,2
10,73019,0.849999,3,6,2
10,73019,0.851999,3,6,2
10,73019,0.853999,3,6,2
10,73019,0.855999,3,6,2
10,73019,0.857999,3,6,2
10,73019,0.859999,3,6,2
10,73019,0.861999,3,6,2
10,73019,0.863999,3,6,2
10,73019,0.865999,3,6,2
10,73019,0.867999,3,6,2
10,73019,0.869999,3,6,2
10,73019,0.871999,3,6,2
10,73019,0.873999,3,6,2
10,73019,0.875999,3,6,2
10,73019,0.877999,3,6,2
10,73019,0.879999,3,6,2
10,73019,0.881999,3,6,2
10,73019,0.883999,3,6,2
10,73019,0.885999,3,6,2
10,73019,0.887999,3,6,2
10,73019,0.889999,3,6,2
10,73019,0.891999,3,6,2
10,73019,0.893999,3,6,2
10,73019,0.895999,3,6,2
10,73019,0.897999,3,6,2
10,73019,0.899999,3,6,2
10,73019,0.901999,3,6,2
10,73019,0.903999,3,6,2
10,73019,0.905999,3,6,2
10,73019,0.907999,3,6,2
10,73019,0.909999,3,6,2
10,73019,0.911999,3,6,2
10,73019,0.913999,3,6,2
10,73019,0.915999,3,6,2
10,73019,0.917999,3,6,2
10,73019,0.919999,3,6,2
10,73019,0.921999,3,6,2
10,73019,0.923999,3,6,2
10,73019,0.925999,3,6,2
10,73019,0.927999,3,6,2
10,73019,0.929999,3,6,2
10,73019,0.931999,3,6,2
10,73019,0.933999,3,6,2
10,73019,0.935999,3,6,2
10,73019,0.937999,3,6,2
10,73019,0.939999,3,6,2
10,73019,0.941999,3,6,2
10,73019,0.943999,3,6,2
10,73019,0.945999,3,6,2
10,73019,0.947999,3,6,2
10,73019,0.949999,3,6,2
10,73019,0.951999,3,6,2
10,73019,0.953999,3,6,2
10,73019,0.955999,3,6,2
10,73019,0.957999,3,6,2
10,73019,0.959999,3,6,2
10,73019,0.961999,3,6,2
10,73019,0.963999,3,6,2
10,73019,0.965999,3,6,2
10,73019,0.967999,3,6,2
10,73019,0.969999,3,6,2
10,73019,0.971999,3,6,2
10,73019,0.973999,3,6,2
10,73019,0.975999,3,6,2
10,73019,0.977999,3,6,2
10,73019,0.979999,3,6,2
10,73019,0.981999,3,6,2
10,73019,0.983999,3,6,2
10,73019,0.985999,3,6,2
10,73019,0.987999,3,6,2
10,73019,0.989999,3,6,2
10,73019,0.991999,3,6,2
10,73019,0.993999,3,6,2
10,73019,0.995999,3,6,2
10,73019,0.997999,3,6,2
10,73019,0.999999,3,6,2
10,11234,0.0,1,2,2
10,11234,0.001999,0,0,0
10,11234,0.003999,0,0,0
10,11234,0.005999,0,0,0
10,11234,0.007999,0,0,0
10,11234,0.009999,0,0,0
10,11234,0.011999,0,0,0
10,11234,0.013999,0,0,0
10,11234,0.015999,0,0,0
10,11234,0.017999,0,0,0
10,11234,0.019999,0,0,0
10,11234,0.021999,0,0,0
10,11234,0.023999,0,0,0
10,11234,0.025999,0,0,0
10,11234,0.027999,0,0,0
10,11234,0.029999,0,0,0
10,11234,0.031999,0,0,0
10,11234,0.033999,0,0,0
10,11234,0.035999,0,0,0
10,11234,0.037999,0,0,0
10,11234,0.039999,0,0,0
10,11234,0.041999,0,0,0
10,11234,0.043999,0,0,0
10,11234,0.045999,0,0,0
10,11234,0.047999,0,0,0
10,11234,0.049999,0,0,0
10,11234,0.051999,0,0,0
10,11234,0.053999,0,0,0
10,11234,0.055999,0,0,0
10,11234,0.057999,0,0,0
10,11234,0.059999,0,0,0
10,11234,0.061999,0,0,0
10,11234,0.063999,0,0,0
10,11234,0.065999,0,0,0
10,11234,0.067999,0,0,0
10,11234,0.069999,0,0,0
10,11234,0.071999,0,0,0
10,11234,0.073999,0,0,0
10,11234,0.075999,0,0,0
10,11234,0.077999,0,0,0
10,11234,0.079999,0,0,0
10,11234,0.081999,0,0,0
10,11234,0.083999,0,0,0
10,11234,0.085999,0,0,0
10,11234,0.087999,0,0,0
