pH,seed,time,n_stacks,platelets_in_stacks,largest_stack
3,333,0.645999,7,18,5
3,333,0.647999,7,18,5
3,333,0.649999,7,18,5
3,333,0.651999,7,18,5
3,333,0.653999,7,18,5
3,333,0.655999,7,18,5
3,333,0.657999,7,18,5
3,333,0.659999,7,18,5
3,333,0.661999,7,18,5
3,333,0.663999,7,18,5
3,333,0.665999,7,18,5
3,333,0.667999,7,18,5
3,333,0.669999,7,18,5
3,333,0.671999,7,18,5
3,333,0.673999,7,18,5
3,333,0.675999,7,18,5
3,333,0.677999,7,18,5
3,333,0.679999,7,18,5
3,333,0.681999,7,18,5
3,333,0.683999,7,18,5
3,333,0.685999,7,18,5
3,333,0.687999,7,18,5
3,333,0.689999,7,18,5
3,333,0.691999,7,18,5
3,333,0.693999,7,18,5
3,333,0.695999,7,18,5
3,333,0.697999,7,18,5
3,333,0.699999,7,18,5
3,333,0.701999,7,18,5
3,333,0.703999,7,18,5
3,333,0.705999,7,18,5
3,333,0.707999,7,18,5
3,333,0.709999,7,18,5
3,333,0.711999,7,18,5
3,333,0.713999,7,18,5
3,333,0.715999,7,18,5
3,333,0.717999,7,18,5
3,333,0.719999,7,18,5
3,333,0.721999,7,18,5
3,333,0.723999,7,18,5
3,333,0.725999,7,18,5
3,333,0.727999,7,18,5
3,333,0.729999,7,18,5
3,333,0.731999,7,18,5
3,333,0.733999,7,18,5
3,333,0.735999,7,18,5
3,333,0.737999,7,18,5
3,333,0.739999,7,18,5
3,333,0.741999,7,18,5
3,333,0.743999,7,18,5
3,333,0.745999,7,18,5
3,333,0.747999,7,18,5
3,333,0.749999,7,18,5
3,333,0.751999,7,18,5
3,333,0.753999,7,18,5
3,333,0.755999,7,18,5
3,333,0.757999,7,18,5
3,333,0.759999,7,18,5
3,333,0.761999,7,18,5
3,333,0.763999,7,18,5
3,333,0.765999,7,18,5
3,333,0.767999,7,18,5
3,333,0.769999,7,18,5
3,333,0.771999,7,18,5
3,333,0.773999,7,18,5
3,333,0.775999,7,18,5
3,333,0.777999,7,18,5
3,333,0.779999,7,18,5
3,333,0.781999,7,18,5
3,333,0.783999,7,18,5
3,333,0.785999,7,18,5
3,333,0.787999,7,18,5
3,333,0.789999,7,18,5
3,333,0.791999,7,18,5
3,333,0.793999,7,18,5
3,333,0.795999,7,18,5
3,333,0.797999,7,18,5
3,333,0.799999,7,18,5
3,333,0.801999,7,18,5
3,333,0.803999,7,18,5
3,333,0.805999,7,18,5
3,333,0.807999,7,18,5
3,333,0.809999,7,18,5
3,333,0.811999,7,18,5
3,333,0.813999,7,18,5
3,333,0.815999,7,18,5
3,333,0.817999,7,18,5
3,333,0.819999,7,18,5
3,333,0.821999,7,18,5
3,333,0.823999,7,18,5
3,333,0.825999,7,18,5
3,333,0.827999,7,18,5
3,333,0.829999,7,18,5
3,333,0.831999,7,18,5
3,333,0.833999,7,18,5
3,333,0.835999,7,18,5
3,333,0.837999,7,18,5
3,333,0.839999,7,18,5
3,333,0.841999,7,18,5
3,333,0.843999,7,18,5
3,333,0.845999,7,18,5
3,333,0.847999,7,18,5
3,333,0.849999,7,18,5
3,333,0.851999,7,18,5
3,333,0.853999,7,18,5
3,333,0.855999,7,18,5
3,333,0.857999,7,18,5
3,333,0.859999,7,18,5
3,333,0.861999,7,18,5
3,333,0.863999,7,18,5
3,333,0.865999,7,18,5
3,333,0.867999,7,19,5
3,333,0.869999,7,19,5
3,333,0.871999,7,19,5
3,333,0.873999,7,19,5
3,333,0.875999,7,19,5
3,333,0.877999,7,19,5
3,333,0.879999,7,19,5
3,333,0.881999,7,19,5
3,333,0.883999,7,18,5
3,333,0.885999,7,18,5
3,333,0.887999,7,19,5
3,333,0.889999,7,19,5
3,333,0.891999,7,19,5
3,333,0.893999,7,19,5
3,333,0.895999,7,19,5
3,333,0.897999,7,19,5
3,333,0.899999,7,19,5
3,333,0.901999,7,19,5
3,333,0.903999,7,19,5
3,333,0.905999,7,18,5
3,333,0.907999,7,18,5
3,333,0.909999,7,18,5
3,333,0.911999,7,18,5
3,333,0.913999,7,18,5
3,333,0.915999,7,18,5
3,333,0.917999,7,18,5
3,333,0.919999,7,18,5
3,333,0.921999,7,18,5
3,333,0.923999,7,18,5
3,333,0.925999,7,18,5
3,333,0.927999,7,18,5
3,333,0.929999,7,18,5
3,333,0.931999,7,18,5
3,333,0.933999,7,18,5
3,333,0.935999,7,18,5
3,333,0.937999,7,18,5
3,333,0.939999,7,19,5
3,333,0.941999,7,18,5
3,333,0.943999,7,18,5
3,333,0.945999,7,18,5
3,333,0.947999,7,19,5
3,333,0.949999,7,19,5
3,333,0.951999,7,19,5
3,333,0.953999,7,19,5
3,333,0.955999,7,19,5
3,333,0.957999,7,19,5
3,333,0.959999,7,19,5
3,333,0.961999,7,19,5
3,333,0.963999,7,19,5
3,333,0.965999,7,19,5
3,333,0.967999,7,19,5
3,333,0.969999,7,19,5
3,333,0.971999,7,19,5
3,333,0.973999,7,19,5
3,333,0.975999,7,19,5
3,333,0.977999,7,19,5
3,333,0.979999,7,19,5
3,333,0.981999,7,19,5
3,333,0.983999,7,19,5
3,333,0.985999,7,19,5
3,333,0.987999,7,19,5
3,333,0.989999,7,18,5
3,333,0.991999,7,19,5
3,333,0.993999,7,19,5
3,333,0.995999,7,19,5
3,333,0.997999,7,19,5
3,333,0.999999,7,19,5
3,112233,0.0,2,4,2
3,112233,0.001999,2,4,2
3,112233,0.003999,2,4,2
3,112233,0.005999,0,0,0
3,112233,0.007999,1,2,2
3,112233,0.009999,1,2,2
3,112233,0.011999,1,2,2
3,112233,0.013999,0,0,0
3,112233,0.015999,0,0,0
3,112233,0.017999,0,0,0
3,112233,0.019999,0,0,0
3,112233,0.021999,1,2,2
3,112233,0.023999,1,2,2
3,112233,0.025999,0,0,0
3,112233,0.027999,0,0,0
3,112233,0.029999,1,2,2
3,112233,0.031999,1,2,2
3,112233,0.033999,0,0,0
3,112233,0.035999,0,0,0
3,112233,0.037999,0,0,0
3,112233,0.039999,1,2,2
3,112233,0.041999,1,2,2
3,112233,0.043999,0,0,0
3,112233,0.045999,0,0,0
3,112233,0.047999,0,0,0
3,112233,0.049999,0,0,0
3,112233,0.051999,0,0,0
3,112233,0.053999,0,0,0
3,112233,0.055999,0,0,0
3,112233,0.057999,0,0,0
3,112233,0.059999,0,0,0
3,112233,0.061999,0,0,0
3,112233,0.063999,0,0,0
3,112233,0.065999,0,0,0
3,112233,0.067999,0,0,0
3,112233,0.069999,0,0,0
3,112233,0.071999,0,0,0
3,112233,0.073999,0,0,0
3,112233,0.075999,0,0,0
3,112233,0.077999,0,0,0
3,112233,0.079999,0,0,0
3,112233,0.081999,0,0,0
3,112233,0.083999,0,0,0
3,112233,0.085999,0,0,0
3,112233,0.087999,0,0,0
3,112233,0.089999,1,2,2
3,112233,0.091999,1,2,2
3,112233,0.093999,1,2,2
3,112233,0.095999,0,0,0
3,112233,0.097999,0,0,0
3,112233,0.099999,0,0,0
3,112233,0.101999,0,0,0
3,112233,0.103999,0,0,0
3,112233,0.105999,0,0,0
3,112233,0.107999,0,0,0
3,112233,0.109999,0,0,0
3,112233,0.111999,0,0,0
3,112233,0.113999,0,0,0
3,112233,0.115999,1,2,2
3,112233,0.117999,1,2,2
3,112233,0.119999,0,0,0
3,112233,0.121999,0,0,0
3,112233,0.123999,0,0,0
3,112233,0.125999,0,0,0
3,112233,0.127999,0,0,0
3,112233,0.129999,0,0,0
3,112233,0.131999,0,0,0
3,112233,0.133999,0,0,0
3,112233,0.135999,1,2,2
3,112233,0.137999,2,4,2
3,112233,0.139999,2,4,2
3,112233,0.141999,2,4,2
3,112233,0.143999,4,8,2
3,112233,0.145999,3,6,2
3,112233,0.147999,3,6,2
3,112233,0.149999,3,7,3
3,112233,0.151999,3,6,2
3,112233,0.153999,3,6,2
3,112233,0.155999,3,6,2
3,112233,0.157999,3,6,2
3,112233,0.159999,2,4,2
3,112233,0.161999,2,4,2
3,112233,0.163999,2,4,2
3,112233,0.165999,2,5,3
3,112233,0.167999,2,4,2
3,112233,0.169999,2,4,2
3,112233,0.171999,2,4,2
3,112233,0.173999,2,4,2
3,112233,0.175999,2,4,2
3,112233,0.177999,3,6,2
3,112233,0.179999,3,6,2
3,112233,0.181999,2,4,2
3,112233,0.183999,2,4,2
3,112233,0.185999,1,2,2
3,112233,0.187999,2,4,2
3,112233,0.189999,2,4,2
3,112233,0.191999,2,4,2
3,112233,0.193999,3,6,2
3,112233,0.195999,2,4,2
3,112233,0.197999,2,4,2
3,112233,0.199999,4,8,2
3,112233,0.201999,4,9,3
3,112233,0.203999,6,13,3
3,112233,0.205999,5,11,3
3,112233,0.207999,6,13,3
3,112233,0.209999,6,13,3
3,112233,0.211999,5,12,3
3,112233,0.213999,6,14,3
3,112233,0.215999,4,13,5
3,112233,0.217999,6,15,5
3,112233,0.219999,7,17,4
3,112233,0.221999,7,17,4
3,112233,0.223999,7,16,3
3,112233,0.225999,6,14,3
3,112233,0.227999,6,14,3
3,112233,0.229999,5,11,3
3,112233,0.231999,6,14,3
3,112233,0.233999,7,16,3
3,112233,0.235999,6,14,3
3,112233,0.237999,5,13,3
3,112233,0.239999,5,14,4
3,112233,0.241999,5,13,3
3,112233,0.243999,4,13,4
3,112233,0.245999,5,15,4
3,112233,0.247999,5,15,4
3,112233,0.249999,5,15,4
3,112233,0.251999,5,12,3
3,112233,0.253999,6,16,4
3,112233,0.255999,6,15,4
3,112233,0.257999,6,15,4
3,112233,0.259999,6,15,4
3,112233,0.261999,5,13,4
3,112233,0.263999,5,13,4
3,112233,0.265999,5,13,4
3,112233,0.267999,4,11,4
3,112233,0.269999,4,10,4
3,112233,0.271999,5,12,4
3,112233,0.273999,5,12,4
3,112233,0.275999,4,10,4
3,112233,0.277999,5,12,4
3,112233,0.279999,6,14,4
3,112233,0.281999,5,15,4
3,112233,0.283999,6,17,4
3,112233,0.285999,6,18,4
3,112233,0.287999,8,20,5
3,112233,0.289999,9,21,4
3,112233,0.291999,7,16,4
3,112233,0.293999,8,20,5
3,112233,0.295999,8,20,5
3,112233,0.297999,8,21,6
3,112233,0.299999,7,17,5
3,112233,0.301999,8,19,5
3,112233,0.303999,7,17,5
3,112233,0.305999,5,13,5
3,112233,0.307999,5,13,5
3,112233,0.309999,5,13,5
3,112233,0.311999,6,15,5
3,112233,0.313999,6,15,5
3,112233,0.315999,7,18,5
3,112233,0.317999,5,14,5
3,112233,0.319999,6,18,5
3,112233,0.321999,6,18,4
3,112233,0.323999,6,17,4
3,112233,0.325999,6,16,4
3,112233,0.327999,7,17,3
3,112233,0.329999,6,15,3
3,112233,0.331999,6,15,3
3,112233,0.333999,6,13,3
3,112233,0.335999,6,13,3
3,112233,0.337999,7,16,3
3,112233,0.339999,7,15,3
3,112233,0.341999,8,17,3
3,112233,0.343999,8,17,3
3,112233,0.345999,10,20,2
3,112233,0.347999,12,25,3
3,112233,0.349999,10,22,3
3,112233,0.351999,11,23,3
3,112233,0.353999,11,24,3
3,112233,0.355999,11,24,3
3,112233,0.357999,11,26,4
3,112233,0.359999,11,26,4
3,112233,0.361999,12,29,4
3,112233,0.363999,11,25,4
3,112233,0.365999,11,23,3
3,112233,0.367999,11,23,3
3,112233,0.369999,9,20,3
3,112233,0.371999,7,15,3
3,112233,0.373999,7,16,3
3,112233,0.375999,8,18,3
3,112233,0.377999,7,16,3
3,112233,0.379999,7,15,3
3,112233,0.381999,6,13,3
3,112233,0.383999,6,14,3
3,112233,0.385999,7,15,3
3,112233,0.387999,8,17,3
3,112233,0.389999,8,18,3
3,112233,0.391999,8,18,3
3,112233,0.393999,8,18,3
3,112233,0.395999,10,21,3
3,112233,0.397999,10,23,3
3,112233,0.399999,9,22,4
3,112233,0.401999,9,21,4
3,112233,0.403999,9,22,4
3,112233,0.405999,9,22,4
3,112233,0.407999,10,24,4
3,112233,0.409999,11,24,3
3,112233,0.411999,10,22,3
3,112233,0.413999,10,23,3
3,112233,0.415999,10,24,3
3,112233,0.417999,10,23,3
3,112233,0.419999,9,20,3
3,112233,0.421999,9,19,3
3,112233,0.423999,9,20,3
3,112233,0.425999,9,21,3
3,112233,0.427999,10,22,3
3,112233,0.429999,11,26,4
3,112233,0.431999,10,23,3
3,112233,0.433999,10,24,4
3,112233,0.435999,10,24,3
3,112233,0.437999,10,25,4
3,112233,0.439999,9,23,4
3,112233,0.441999,9,24,4
3,112233,0.443999,9,25,5
3,112233,0.445999,9,25,5
3,112233,0.447999,9,24,4
3,112233,0.449999,9,25,5
3,112233,0.451999,9,25,5
3,112233,0.453999,9,25,5
3,112233,0.455999,9,25,5
3,112233,0.457999,11,28,5
3,112233,0.459999,10,27,6
3,112233,0.461999,11,27,4
3,112233,0.463999,12,28,3
3,112233,0.465999,12,29,3
3,112233,0.467999,12,29,4
3,112233,0.469999,12,27,3
3,112233,0.471999,12,28,3
3,112233,0.473999,12,27,3
3,112233,0.475999,13,29,3
3,112233,0.477999,11,25,3
3,112233,0.479999,12,27,3
3,112233,0.481999,12,27,3
3,112233,0.483999,10,23,3
3,112233,0.485999,11,25,3
3,112233,0.487999,11,25,3
3,112233,0.489999,11,25,3
3,112233,0.491999,11,25,3
3,112233,0.493999,11,26,3
3,112233,0.495999,12,29,3
3,112233,0.497999,12,29,3
3,112233,0.499999,12,28,3
3,112233,0.501999,11,26,3
3,112233,0.503999,11,27,3
3,112233,0.505999,11,27,3
3,112233,0.507999,11,27,3
3,112233,0.509999,11,26,3
3,112233,0.511999,11,26,3
3,112233,0.513999,11,27,3
3,112233,0.515999,11,27,3
3,112233,0.517999,11,27,3
3,112233,0.519999,11,27,3
3,112233,0.521999,11,27,3
3,112233,0.523999,11,27,3
3,112233,0.525999,11,27,3
3,112233,0.527999,11,26,3
3,112233,0.529999,11,25,3
3,112233,0.531999,12,28,3
3,112233,0.533999,12,28,3
3,112233,0.535999,12,28,3
3,112233,0.537999,12,28,3
3,112233,0.539999,12,30,3
3,112233,0.541999,11,27,3
3,112233,0.543999,12,29,3
3,112233,0.545999,11,29,5
3,112233,0.547999,11,29,5
3,112233,0.549999,11,30,6
3,112233,0.551999,11,29,5
3,112233,0.553999,11,29,5
3,112233,0.555999,11,29,5
3,112233,0.557999,11,29,5
3,112233,0.559999,11,29,5
3,112233,0.561999,11,29,5
3,112233,0.563999,11,28,5
3,112233,0.565999,11,28,5
3,112233,0.567999,11,27,5
3,112233,0.569999,11,27,5
3,112233,0.571999,11,27,5
3,112233,0.573999,11,27,5
3,112233,0.575999,11,27,5
3,112233,0.577999,11,28,5
3,112233,0.579999,11,28,5
3,112233,0.581999,11,29,6
3,112233,0.583999,11,28,5
3,112233,0.585999,11,28,5
3,112233,0.587999,11,29,6
3,112233,0.589999,11,29,6
3,112233,0.591999,11,28,5
3,112233,0.593999,10,27,6
3,112233,0.595999,10,27,6
3,112233,0.597999,10,26,5
3,112233,0.599999,10,27,6
3,112233,0.601999,10,27,6
3,112233,0.603999,10,27,6
3,112233,0.605999,10,26,5
3,112233,0.607999,11,26,3
3,112233,0.609999,11,26,3
3,112233,0.611999,12,28,3
3,112233,0.613999,11,27,3
3,112233,0.615999,12,29,3
3,112233,0.617999,12,28,3
3,112233,0.619999,12,28,3
3,112233,0.621999,12,28,3
3,112233,0.623999,12,29,3
3,112233,0.625999,12,28,3
3,112233,0.627999,12,28,3
3,112233,0.629999,11,28,5
3,112233,0.631999,11,28,5
3,112233,0.633999,11,28,5
3,112233,0.635999,10,26,5
3,112233,0.637999,10,26,5
3,112233,0.639999,10,26,5
3,112233,0.641999,10,26,5
3,112233,0.643999,10,26,5
3,112233,0.645999,10,26,5
3,112233,0.647999,10,26,5
3,112233,0.649999,10,25,5
3,112233,0.651999,11,27,5
3,112233,0.653999,11,27,5
3,112233,0.655999,11,27,5
3,112233,0.657999,10,25,5
3,112233,0.659999,10,25,5
3,112233,0.661999,10,24,4
3,112233,0.663999,9,22,4
3,112233,0.665999,11,27,4
3,112233,0.667999,10,25,4
3,112233,0.669999,10,25,4
3,112233,0.671999,10,25,4
3,112233,0.673999,10,25,4
3,112233,0.675999,10,25,4
3,112233,0.677999,10,25,4
3,112233,0.679999,10,25,4
3,112233,0.681999,10,25,4
3,112233,0.683999,10,25,4
3,112233,0.685999,10,25,4
3,112233,0.687999,10,25,4
3,112233,0.689999,10,25,4
3,112233,0.691999,10,25,4
3,112233,0.693999,10,25,4
3,112233,0.695999,10,25,4
3,112233,0.697999,11,25,3
3,112233,0.699999,11,24,3
3,112233,0.701999,11,25,3
3,112233,0.703999,11,25,3
3,112233,0.705999,11,24,3
3,112233,0.707999,11,25,3
3,112233,0.709999,11,25,3
3,112233,0.711999,11,25,3
3,112233,0.713999,11,25,3
3,112233,0.715999,11,25,3
3,112233,0.717999,11,25,3
3,112233,0.719999,11,25,3
3,112233,0.721999,11,25,3
3,112233,0.723999,11,25,3
3,112233,0.725999,11,25,3
3,112233,0.727999,11,25,3
3,112233,0.729999,11,25,3
3,112233,0.731999,11,25,3
3,112233,0.733999,11,25,3
3,112233,0.735999,11,25,3
3,112233,0.737999,11,25,3
3,112233,0.739999,11,25,3
3,112233,0.741999,11,25,3
3,112233,0.743999,11,25,3
3,112233,0.745999,11,25,3
3,112233,0.747999,11,25,3
3,112233,0.749999,11,25,3
3,112233,0.751999,11,25,3
3,112233,0.753999,11,25,3
3,112233,0.755999,11,25,3
3,112233,0.757999,11,25,3
3,112233,0.759999,11,25,3
3,112233,0.761999,11,25,3
3,112233,0.763999,11,25,3
3,112233,0.765999,11,24,3
3,112233,0.767999,11,24,3
3,112233,0.769999,11,24,3
3,112233,0.771999,11,24,3
3,112233,0.773999,11,24,3
3,112233,0.775999,11,24,3
3,112233,0.777999,11,24,3
3,112233,0.779999,11,24,3
3,112233,0.781999,11,24,3
3,112233,0.783999,11,24,3
3,112233,0.785999,11,24,3
3,112233,0.787999,11,24,3
3,112233,0.789999,11,24,3
3,112233,0.791999,11,24,3
3,112233,0.793999,11,24,3
3,112233,0.795999,11,24,3
3,112233,0.797999,11,24,3
3,112233,0.799999,11,24,3
3,112233,0.801999,11,24,3
3,112233,0.803999,11,24,3
3,112233,0.805999,11,24,3
3,112233,0.807999,11,24,3
3,112233,0.809999,11,24,3
3,112233,0.811999,11,24,3
3,112233,0.813999,11,24,3
3,112233,0.815999,11,24,3
3,112233,0.817999,11,24,3
3,112233,0.819999,11,24,3
3,112233,0.821999,11,24,3
3,112233,0.823999,11,24,3
3,112233,0.825999,11,24,3
3,112233,0.827999,11,24,3
3,112233,0.829999,11,24,3
3,112233,0.831999,11,24,3
3,112233,0.833999,11,24,3
3,112233,0.835999,11,24,3
3,112233,0.837999,11,24,3
3,112233,0.839999,11,24,3
3,112233,0.841999,11,24,3
3,112233,0.843999,11,24,3
3,112233,0.845999,11,24,3
3,112233,0.847999,11,24,3
3,112233,0.849999,11,24,3
3,112233,0.851999,11,24,3
3,112233,0.853999,11,24,3
3,112233,0.855999,11,24,3
3,112233,0.857999,11,24,3
3,112233,0.859999,11,24,3
3,112233,0.861999,11,24,3
3,112233,0.863999,11,24,3
3,112233,0.865999,11,24,3
3,112233,0.867999,11,24,3
3,112233,0.869999,11,24,3
3,112233,0.871999,11,24,3
3,112233,0.873999,11,24,3
3,112233,0.875999,11,24,3
3,112233,0.877999,11,24,3
3,112233,0.879999,11,24,3
3,112233,0.881999,11,24,3
3,112233,0.883999,11,24,3
3,112233,0.885999,11,24,3
3,112233,0.887999,11,24,3
3,112233,0.889999,11,24,3
3,112233,0.891999,11,24,3
3,112233,0.893999,11,24,3
3,112233,0.895999,11,24,3
3,112233,0.897999,11,24,3
3,112233,0.899999,11,24,3
3,112233,0.901999,11,24,3
3,112233,0.903999,11,24,3
3,112233,0.905999,11,24,3
3,112233,0.907999,11,24,3
3,112233,0.909999,11,24,3
3,112233,0.911999,11,24,3
3,112233,0.913999,11,24,3
3,112233,0.915999,11,24,3
3,112233,0.917999,11,24,3
3,112233,0.919999,11,24,3
3,112233,0.921999,11,24,3
3,112233,0.923999,11,24,3
3,112233,0.925999,11,24,3
3,112233,0.927999,11,24,3
3,112233,0.929999,11,24,3
3,112233,0.931999,11,24,3
3,112233,0.933999,10,22,3
3,112233,0.935999,10,22,3
3,112233,0.937999,10,22,3
3,112233,0.939999,10,22,3
3,112233,0.941999,10,22,3
3,112233,0.943999,10,22,3
3,112233,0.945999,10,22,3
3,112233,0.947999,10,22,3
3,112233,0.949999,10,22,3
3,112233,0.951999,10,22,3
3,112233,0.953999,10,22,3
3,112233,0.955999,10,22,3
3,112233,0.957999,10,22,3
3,112233,0.959999,10,22,3
3,112233,0.961999,10,22,3
3,112233,0.963999,10,22,3
3,112233,0.965999,10,22,3
3,112233,0.967999,10,22,3
3,112233,0.969999,10,22,3
3,112233,0.971999,10,22,3
3,112233,0.973999,10,22,3
3,112233,0.975999,10,22,3
3,112233,0.977999,10,22,3
3,112233,0.979999,10,22,3
3,112233,0.981999,10,22,3
3,112233,0.983999,10,22,3
3,112233,0.985999,10,22,3
3,112233,0.987999,10,22,3
3,112233,0.989999,10,22,3
3,112233,0.991999,10,22,3
3,112233,0.993999,10,22,3
3,112233,0.995999,10,22,3
3,112233,0.997999,10,22,3
3,112233,0.999999,10,22,3
3,1337212,0.0,2,4,2
3,1337212,0.001999,1,2,2
3,1337212,0.003999,1,2,2
3,1337212,0.005999,0,0,0
3,1337212,0.007999,1,2,2
3,1337212,0.009999,0,0,0
3,1337212,0.011999,0,0,0
3,1337212,0.013999,0,0,0
3,1337212,0.015999,0,0,0
3,1337212,0.017999,0,0,0
3,1337212,0.019999,0,0,0
3,1337212,0.021999,0,0,0
3,1337212,0.023999,0,0,0
3,1337212,0.025999,0,0,0
3,1337212,0.027999,0,0,0
3,1337212,0.029999,1,2,2
3,1337212,0.031999,0,0,0
3,1337212,0.033999,0,0,0
3,1337212,0.035999,0,0,0
3,1337212,0.037999,0,0,0
3,1337212,0.039999,0,0,0
3,1337212,0.041999,1,2,2
3,1337212,0.043999,1,2,2
3,1337212,0.045999,0,0,0
3,1337212,0.047999,0,0,0
3,1337212,0.049999,0,0,0
3,1337212,0.051999,0,0,0
3,1337212,0.053999,0,0,0
3,1337212,0.055999,0,0,0
3,1337212,0.057999,0,0,0
3,1337212,0.059999,0,0,0
3,1337212,0.061999,0,0,0
3,1337212,0.063999,0,0,0
3,1337212,0.065999,0,0,0
3,1337212,0.067999,0,0,0
3,1337212,0.069999,0,0,0
3,1337212,0.071999,0,0,0
3,1337212,0.073999,1,2,2
3,1337212,0.075999,2,4,2
3,1337212,0.077999,2,4,2
3,1337212,0.079999,1,2,2
3,1337212,0.081999,0,0,0
3,1337212,0.083999,0,0,0
3,1337212,0.085999,0,0,0
3,1337212,0.087999,0,0,0
3,1337212,0.089999,0,0,0
3,1337212,0.091999,0,0,0
3,1337212,0.093999,0,0,0
3,1337212,0.095999,0,0,0
3,1337212,0.097999,1,2,2
3,1337212,0.099999,2,4,2
3,1337212,0.101999,1,2,2
3,1337212,0.103999,2,4,2
3,1337212,0.105999,3,6,2
3,1337212,0.107999,2,4,2
3,1337212,0.109999,3,6,2
3,1337212,0.111999,3,6,2
3,1337212,0.113999,3,6,2
3,1337212,0.115999,2,4,2
3,1337212,0.117999,2,4,2
3,1337212,0.119999,2,5,3
3,1337212,0.121999,2,5,3
3,1337212,0.123999,2,5,3
3,1337212,0.125999,2,5,3
3,1337212,0.127999,2,4,2
3,1337212,0.129999,2,4,2
3,1337212,0.131999,2,4,2
3,1337212,0.133999,3,6,2
3,1337212,0.135999,2,4,2
3,1337212,0.137999,3,6,2
3,1337212,0.139999,2,4,2
3,1337212,0.141999,1,2,2
3,1337212,0.143999,1,2,2
3,1337212,0.145999,2,4,2
3,1337212,0.147999,2,4,2
3,1337212,0.149999,2,4,2
3,1337212,0.151999,1,2,2
3,1337212,0.153999,1,2,2
3,1337212,0.155999,2,4,2
3,1337212,0.157999,4,8,2
3,1337212,0.159999,4,8,2
3,1337212,0.161999,4,8,2
3,1337212,0.163999,4,10,4
3,1337212,0.165999,4,11,4
3,1337212,0.167999,3,10,5
3,1337212,0.169999,2,6,4
3,1337212,0.171999,3,8,4
3,1337212,0.173999,3,7,3
3,1337212,0.175999,3,6,2
3,1337212,0.177999,3,6,2
3,1337212,0.179999,3,6,2
3,1337212,0.181999,2,4,2
3,1337212,0.183999,4,8,2
3,1337212,0.185999,4,9,3
3,1337212,0.187999,6,12,2
3,1337212,0.189999,6,12,2
3,1337212,0.191999,6,12,2
3,1337212,0.193999,6,12,2
3,1337212,0.195999,7,14,2
3,1337212,0.197999,6,15,4
3,1337212,0.199999,6,15,4
3,1337212,0.201999,6,14,4
3,1337212,0.203999,6,15,5
3,1337212,0.205999,5,13,5
3,1337212,0.207999,5,14,6
3,1337212,0.209999,6,14,4
3,1337212,0.211999,6,14,4
3,1337212,0.213999,5,14,4
3,1337212,0.215999,5,14,4
3,1337212,0.217999,5,14,4
3,1337212,0.219999,6,16,4
3,1337212,0.221999,5,13,4
3,1337212,0.223999,4,9,3
3,1337212,0.225999,4,9,3
3,1337212,0.227999,5,11,3
3,1337212,0.229999,7,15,3
3,1337212,0.231999,8,17,3
3,1337212,0.233999,9,18,2
3,1337212,0.235999,9,19,3
3,1337212,0.237999,8,19,4
3,1337212,0.239999,8,18,4
3,1337212,0.241999,7,18,6
3,1337212,0.243999,7,16,3
3,1337212,0.245999,7,19,7
3,1337212,0.247999,6,16,6
3,1337212,0.249999,6,15,4
3,1337212,0.251999,7,16,3
3,1337212,0.253999,6,15,4
3,1337212,0.255999,7,17,4
3,1337212,0.257999,6,15,4
3,1337212,0.259999,5,13,4
3,1337212,0.261999,5,13,4
3,1337212,0.263999,4,12,4
3,1337212,0.265999,4,12,4
3,1337212,0.267999,5,13,4
3,1337212,0.269999,4,12,4
3,1337212,0.271999,3,10,4
3,1337212,0.273999,3,10,4
3,1337212,0.275999,5,14,5
3,1337212,0.277999,4,12,5
3,1337212,0.279999,4,13,5
3,1337212,0.281999,4,12,4
3,1337212,0.283999,5,14,4
3,1337212,0.285999,4,12,4
3,1337212,0.287999,4,13,4
3,1337212,0.289999,5,15,4
3,1337212,0.291999,5,15,5
3,1337212,0.293999,6,15,3
3,1337212,0.295999,6,14,3
3,1337212,0.297999,6,13,3
3,1337212,0.299999,7,16,3
3,1337212,0.301999,6,14,3
3,1337212,0.303999,7,16,3
3,1337212,0.305999,7,16,3
3,1337212,0.307999,7,17,3
3,1337212,0.309999,7,16,3
3,1337212,0.311999,7,15,3
3,1337212,0.313999,7,15,3
3,1337212,0.315999,8,18,3
3,1337212,0.317999,7,19,4
3,1337212,0.319999,6,18,4
3,1337212,0.321999,7,18,3
3,1337212,0.323999,7,17,3
3,1337212,0.325999,6,14,3
3,1337212,0.327999,6,14,3
3,1337212,0.329999,6,15,4
3,1337212,0.331999,7,16,3
3,1337212,0.333999,7,16,3
3,1337212,0.335999,7,18,4
3,1337212,0.337999,7,18,4
3,1337212,0.339999,6,20,5
3,1337212,0.341999,5,18,5
3,1337212,0.343999,5,18,5
3,1337212,0.345999,4,18,7
3,1337212,0.347999,5,19,6
3,1337212,0.349999,5,18,5
3,1337212,0.351999,5,20,6
3,1337212,0.353999,5,19,5
3,1337212,0.355999,5,19,5
3,1337212,0.357999,5,18,5
3,1337212,0.359999,6,20,5
3,1337212,0.361999,6,20,5
3,1337212,0.363999,6,20,5
3,1337212,0.365999,5,17,5
3,1337212,0.367999,6,19,5
3,1337212,0.369999,6,19,5
3,1337212,0.371999,5,16,5
3,1337212,0.373999,5,16,5
3,1337212,0.375999,5,16,5
3,1337212,0.377999,5,16,5
3,1337212,0.379999,5,16,5
3,1337212,0.381999,5,16,5
3,1337212,0.383999,5,16,5
